
PySpark,1,dataset_200MB,2,1,Row Operation, Filter,4.6525533199
PySpark,1,dataset_200MB,2,1,Column Operation, Split 1 Column into 5,11.7669975758
PySpark,1,dataset_200MB,2,1,Row Operation, Running Sum,21.6267390251
PySpark,1,dataset_200MB,2,1,Column Operation, Merge 5 columns into 1,12.1355350018
PySpark,1,dataset_200MB,2,1,Row Operation, Writing 100 new rows,10.0189335346
PySpark,1,dataset_200MB,2,1,Mixed Operation, Pivot 1 Rows and 1 Column,7.2433764935
PySpark,1,dataset_200MB,2,1,Aggregate Operation, GroupBy 5 columns,37.6736280918
PySpark,1,dataset_200MB,2,1,Column Operation, Sorting Desc 5 column,60.9604609013
PySpark,1,dataset_200MB,2,1,Column Operation, Merge 10 columns into 1,12.0866408348
PySpark,1,dataset_200MB,2,1,Mixed Operation, Pivot 10 Rows and 1 Column,16.5814883709
PySpark,1,dataset_200MB,2,1,Row Operation, Writing 10000 new rows,16.6762013435
PySpark,1,dataset_200MB,2,1,Column Operation, Sorting Asc 10 column,49.6038417816
PySpark,1,dataset_200MB,2,1,Row Operation, Writing 1000 new rows,10.5043432713
PySpark,1,dataset_200MB,2,1,Row Operation, Filter Reg Ex 1,2.6379268169
PySpark,1,dataset_200MB,2,1,Column Operation, Sorting Asc 1 column,48.1443974972
PySpark,1,dataset_200MB,2,1,Column Operation, Mathematical Operation on Columns,1.5376029015
PySpark,1,dataset_200MB,2,1,Row Operation, Filter Reg Ex 2,2.8180661201
PySpark,1,dataset_200MB,2,1,Column Operation, Merge 2 columns into 1,13.3134596348
PySpark,1,dataset_200MB,2,1,Row Operation, Shift (Lag),15.8946733475
PySpark,1,dataset_200MB,2,1,Aggregate Operation, GroupBy 10 columns,51.1957633495
PySpark,1,dataset_200MB,2,1,Column Operation, Sorting Desc 10 column,32.5605535507
PySpark,1,dataset_200MB,2,1,Aggregate Operation, Ranking by Group,13.5005812645
PySpark,1,dataset_200MB,2,1,Column Operation, Split 1 Column into 10,13.5471012592
PySpark,1,dataset_200MB,2,1,Column Operation, Sorting Desc 1 column,42.4902944565
PySpark,1,dataset_200MB,2,1,Mixed Operation, Pivot 5 Rows and 1 Column,12.3005342484
PySpark,1,dataset_200MB,2,1,Aggregate Operation, GroupBy 1 column,18.9719295502
PySpark,1,dataset_200MB,2,1,Column Operation, Sorting Asc 5 column,51.0486402512
PySpark,1,dataset_200MB,2,2,Row Operation, Running Sum,12.9519636631
PySpark,1,dataset_200MB,2,2,Mixed Operation, Pivot 10 Rows and 1 Column,14.8909254074
PySpark,1,dataset_200MB,2,2,Mixed Operation, Pivot 5 Rows and 1 Column,13.1329507828
PySpark,1,dataset_200MB,2,2,Column Operation, Sorting Desc 5 column,50.8436026573
PySpark,1,dataset_200MB,2,2,Mixed Operation, Pivot 1 Rows and 1 Column,4.9139461517
