Scala,1,dataset_10MB,1,1,Row Operation, Filter Reg Ex 1,0.7
Scala,1,dataset_10MB,1,1,Column Operation, Full Outer Join 10 Columns,10.622
Scala,1,dataset_10MB,1,1,Column Operation, Mathematical Operations on Columns,0.598
Scala,1,dataset_10MB,1,1,Column Operation, Sorting Asc 5 column,3.154
Scala,1,dataset_10MB,1,1,Aggregate Operations, GroupBy 1 column,12.221
Scala,1,dataset_10MB,1,1,Column Operation, Merge 10 columns into 1,1.26
Scala,1,dataset_10MB,1,1,Column Operation, Left Outer Join 5 Columns,2.937
Scala,1,dataset_10MB,1,1,Aggregate Operations, Ranking by Group,3.455
Scala,1,dataset_10MB,1,1,Row Operation, Running Sum,0.708
Scala,1,dataset_10MB,1,1,Mixed Operation, Pivot 1 Rows and 1 Column,4.475
Scala,1,dataset_10MB,1,1,Column Operation, Full Outer Join 5 Columns,6.468
Scala,1,dataset_10MB,1,1,Row Operation, Writing 100 new rows,0.719
Scala,1,dataset_10MB,1,1,Column Operation, Split 1 Column into 5,2.003
Scala,1,dataset_10MB,1,1,Column Operation, Sorting Desc 10 column,2.413
Scala,1,dataset_10MB,1,1,Row Operation, Filter,0.729
Scala,1,dataset_10MB,1,1,Column Operation, Left Outer Join 10 Columns,2.269
Scala,1,dataset_10MB,1,1,Column Operation, Sorting Asc 10 column,2.7
Scala,1,dataset_10MB,1,1,Column Operation, Split 1 Column into 10,1.856
Scala,1,dataset_10MB,1,1,Row Operation, Filter Reg Ex 2,0.618
Scala,1,dataset_10MB,1,1,Column Operation, Merge 2 columns into 1,0.847
Scala,1,dataset_10MB,1,1,Mixed Operation, Pivot 10 Rows and 1 Column,8.97
Scala,1,dataset_10MB,1,1,Column Operation, Sorting Asc 1 column,2.112
Scala,1,dataset_10MB,1,1,Column Operation, Merge 5 columns into 1,0.944
Scala,1,dataset_10MB,1,1,Row Operation, Writing 10000 new rows,1.278
Scala,1,dataset_10MB,1,1,Aggregate Operations, GroupBy 5 columns,18.344
Scala,1,dataset_10MB,1,1,Aggregate Operations, GroupBy 10 columns,17.133
Scala,1,dataset_10MB,1,1,Column Operation, Sorting Desc 1 column,2.292
Scala,1,dataset_10MB,1,1,Row Operation, Writing 1000 new rows,0.802
Scala,1,dataset_10MB,1,1,Column Operation, Inner Join 5 Columns,2.271
Scala,1,dataset_10MB,1,1,Column Operation, Sorting Desc 5 column,2.073
Scala,1,dataset_10MB,1,1,Row Operation, Shift (Lag),0.518
Scala,1,dataset_10MB,1,1,Column Operation, Inner Join 10 Columns,2.235
Scala,1,dataset_10MB,1,1,Mixed Operation, Pivot 5 Rows and 1 Column,7.671
Scala,1,dataset_10MB,1,2,Column Operation, Sorting Asc 1 column,1.718
Scala,1,dataset_10MB,1,2,Row Operation, Filter Reg Ex 2,0.321
Scala,1,dataset_10MB,1,2,Mixed Operation, Pivot 5 Rows and 1 Column,5.355
Scala,1,dataset_10MB,1,2,Row Operation, Writing 1000 new rows,0.509
Scala,1,dataset_10MB,1,2,Column Operation, Full Outer Join 10 Columns,6.605
Scala,1,dataset_10MB,1,2,Column Operation, Left Outer Join 5 Columns,1.275
Scala,1,dataset_10MB,1,2,Row Operation, Shift (Lag),0.317
Scala,1,dataset_10MB,1,2,Column Operation, Full Outer Join 5 Columns,6.373
Scala,1,dataset_10MB,1,2,Row Operation, Writing 100 new rows,0.559
Scala,1,dataset_10MB,1,2,Row Operation, Filter,0.518
Scala,1,dataset_10MB,1,2,Column Operation, Sorting Desc 10 column,1.896
Scala,1,dataset_10MB,1,2,Column Operation, Sorting Desc 5 column,1.683
Scala,1,dataset_10MB,1,2,Aggregate Operations, GroupBy 1 column,8.267
Scala,1,dataset_10MB,1,2,Column Operation, Split 1 Column into 5,1.22
Scala,1,dataset_10MB,1,2,Column Operation, Merge 5 columns into 1,0.766
Scala,1,dataset_10MB,1,2,Column Operation, Sorting Desc 1 column,1.856
Scala,1,dataset_10MB,1,2,Column Operation, Mathematical Operations on Columns,0.496
Scala,1,dataset_10MB,1,2,Aggregate Operations, GroupBy 10 columns,16.976
Scala,1,dataset_10MB,1,2,Column Operation, Inner Join 10 Columns,2.182
Scala,1,dataset_10MB,1,2,Aggregate Operations, Ranking by Group,3.095
Scala,1,dataset_10MB,1,2,Aggregate Operations, GroupBy 5 columns,14.863
Scala,1,dataset_10MB,1,2,Column Operation, Merge 10 columns into 1,1.122
Scala,1,dataset_10MB,1,2,Mixed Operation, Pivot 1 Rows and 1 Column,3.43
Scala,1,dataset_10MB,1,2,Column Operation, Inner Join 5 Columns,2.109
Scala,1,dataset_10MB,1,2,Column Operation, Merge 2 columns into 1,0.933
Scala,1,dataset_10MB,1,2,Column Operation, Sorting Asc 10 column,2.686
Scala,1,dataset_10MB,1,2,Row Operation, Running Sum,0.474
Scala,1,dataset_10MB,1,2,Row Operation, Writing 10000 new rows,1.304
Scala,1,dataset_10MB,1,2,Column Operation, Left Outer Join 10 Columns,2.083
Scala,1,dataset_10MB,1,2,Mixed Operation, Pivot 10 Rows and 1 Column,5.959
Scala,1,dataset_10MB,1,2,Column Operation, Sorting Asc 5 column,1.518
Scala,1,dataset_10MB,1,2,Column Operation, Split 1 Column into 10,1.664
Scala,1,dataset_10MB,1,2,Row Operation, Filter Reg Ex 1,0.432
Scala,1,dataset_10MB,1,3,Column Operation, Split 1 Column into 10,2.391
Scala,1,dataset_10MB,1,3,Column Operation, Merge 5 columns into 1,0.918
Scala,1,dataset_10MB,1,3,Aggregate Operations, Ranking by Group,3.23
Scala,1,dataset_10MB,1,3,Column Operation, Sorting Asc 5 column,2.12
Scala,1,dataset_10MB,1,3,Column Operation, Sorting Desc 10 column,1.953
Scala,1,dataset_10MB,1,3,Column Operation, Mathematical Operations on Columns,0.407
Scala,1,dataset_10MB,1,3,Row Operation, Filter Reg Ex 1,0.371
Scala,1,dataset_10MB,1,3,Aggregate Operations, GroupBy 1 column,10.081
Scala,1,dataset_10MB,1,3,Mixed Operation, Pivot 10 Rows and 1 Column,5.035
Scala,1,dataset_10MB,1,3,Mixed Operation, Pivot 5 Rows and 1 Column,5.313
Scala,1,dataset_10MB,1,3,Column Operation, Sorting Desc 1 column,1.399
Scala,1,dataset_10MB,1,3,Column Operation, Full Outer Join 10 Columns,6.645
Scala,1,dataset_10MB,1,3,Column Operation, Inner Join 10 Columns,1.46
Scala,1,dataset_10MB,1,3,Column Operation, Sorting Asc 1 column,1.482
Scala,1,dataset_10MB,1,3,Column Operation, Merge 2 columns into 1,0.659
Scala,1,dataset_10MB,1,3,Mixed Operation, Pivot 1 Rows and 1 Column,2.419
Scala,1,dataset_10MB,1,3,Column Operation, Full Outer Join 5 Columns,5.473
Scala,1,dataset_10MB,1,3,Row Operation, Running Sum,0.423
Scala,1,dataset_10MB,1,3,Row Operation, Writing 10000 new rows,0.851
Scala,1,dataset_10MB,1,3,Column Operation, Left Outer Join 10 Columns,1.122
Scala,1,dataset_10MB,1,3,Column Operation, Left Outer Join 5 Columns,1.315
Scala,1,dataset_10MB,1,3,Column Operation, Sorting Asc 10 column,1.812
Scala,1,dataset_10MB,1,3,Aggregate Operations, GroupBy 5 columns,14.782
Scala,1,dataset_10MB,1,3,Aggregate Operations, GroupBy 10 columns,17.362
Scala,1,dataset_10MB,1,3,Column Operation, Sorting Desc 5 column,2.258
Scala,1,dataset_10MB,1,3,Row Operation, Writing 1000 new rows,0.595
Scala,1,dataset_10MB,1,3,Column Operation, Merge 10 columns into 1,1.284
Scala,1,dataset_10MB,1,3,Row Operation, Filter Reg Ex 2,0.568
Scala,1,dataset_10MB,1,3,Row Operation, Writing 100 new rows,0.845
Scala,1,dataset_10MB,1,3,Row Operation, Shift (Lag),0.671
Scala,1,dataset_10MB,1,3,Column Operation, Split 1 Column into 5,1.952
Scala,1,dataset_10MB,1,3,Column Operation, Inner Join 5 Columns,2.489
Scala,1,dataset_10MB,1,3,Row Operation, Filter,0.726
Scala,1,dataset_10MB,1,4,Column Operation, Inner Join 5 Columns,2.216
Scala,1,dataset_10MB,1,4,Column Operation, Merge 5 columns into 1,0.974
Scala,1,dataset_10MB,1,4,Column Operation, Sorting Asc 10 column,2.666
Scala,1,dataset_10MB,1,4,Aggregate Operations, GroupBy 5 columns,9.965
Scala,1,dataset_10MB,1,4,Row Operation, Writing 10000 new rows,1.021
Scala,1,dataset_10MB,1,4,Aggregate Operations, GroupBy 1 column,7.215
Scala,1,dataset_10MB,1,4,Column Operation, Full Outer Join 10 Columns,6.461
Scala,1,dataset_10MB,1,4,Row Operation, Shift (Lag),0.344
Scala,1,dataset_10MB,1,4,Row Operation, Filter,0.368
Scala,1,dataset_10MB,1,4,Column Operation, Sorting Asc 1 column,1.272
Scala,1,dataset_10MB,1,4,Mixed Operation, Pivot 10 Rows and 1 Column,6.034
Scala,1,dataset_10MB,1,4,Row Operation, Filter Reg Ex 2,0.487
Scala,1,dataset_10MB,1,4,Column Operation, Sorting Desc 1 column,1.243
Scala,1,dataset_10MB,1,4,Column Operation, Sorting Asc 5 column,1.326
Scala,1,dataset_10MB,1,4,Column Operation, Inner Join 10 Columns,1.566
Scala,1,dataset_10MB,1,4,Column Operation, Merge 2 columns into 1,0.92
Scala,1,dataset_10MB,1,4,Aggregate Operations, GroupBy 10 columns,16.368
Scala,1,dataset_10MB,1,4,Row Operation, Running Sum,0.504
Scala,1,dataset_10MB,1,4,Mixed Operation, Pivot 5 Rows and 1 Column,8.622
Scala,1,dataset_10MB,1,4,Column Operation, Split 1 Column into 5,2.092
Scala,1,dataset_10MB,1,4,Row Operation, Filter Reg Ex 1,0.496
Scala,1,dataset_10MB,1,4,Column Operation, Merge 10 columns into 1,0.844
Scala,1,dataset_10MB,1,4,Column Operation, Sorting Desc 10 column,2.815
Scala,1,dataset_10MB,1,4,Column Operation, Left Outer Join 5 Columns,2.262
Scala,1,dataset_10MB,1,4,Column Operation, Mathematical Operations on Columns,0.51
Scala,1,dataset_10MB,1,4,Column Operation, Sorting Desc 5 column,1.962
Scala,1,dataset_10MB,1,4,Mixed Operation, Pivot 1 Rows and 1 Column,1.964
Scala,1,dataset_10MB,1,4,Column Operation, Left Outer Join 10 Columns,1.517
Scala,1,dataset_10MB,1,4,Column Operation, Split 1 Column into 10,2.242
Scala,1,dataset_10MB,1,4,Column Operation, Full Outer Join 5 Columns,7.099
Scala,1,dataset_10MB,1,4,Row Operation, Writing 1000 new rows,0.58
Scala,1,dataset_10MB,1,4,Aggregate Operations, Ranking by Group,2.624
Scala,1,dataset_10MB,1,4,Row Operation, Writing 100 new rows,0.502
Scala,1,dataset_10MB,1,5,Column Operation, Sorting Desc 1 column,1.894
Scala,1,dataset_10MB,1,5,Row Operation, Shift (Lag),0.427
Scala,1,dataset_10MB,1,5,Column Operation, Sorting Asc 1 column,1.633
Scala,1,dataset_10MB,1,5,Column Operation, Sorting Desc 10 column,2.148
Scala,1,dataset_10MB,1,5,Row Operation, Filter Reg Ex 2,0.472
Scala,1,dataset_10MB,1,5,Column Operation, Full Outer Join 5 Columns,7.63
Scala,1,dataset_10MB,1,5,Column Operation, Left Outer Join 5 Columns,2.184
Scala,1,dataset_10MB,1,5,Mixed Operation, Pivot 10 Rows and 1 Column,6.41
Scala,1,dataset_10MB,1,5,Column Operation, Sorting Desc 5 column,1.561
Scala,1,dataset_10MB,1,5,Column Operation, Merge 10 columns into 1,0.581
Scala,1,dataset_10MB,1,5,Column Operation, Inner Join 10 Columns,1.818
Scala,1,dataset_10MB,1,5,Column Operation, Inner Join 5 Columns,2.315
Scala,1,dataset_10MB,1,5,Row Operation, Filter Reg Ex 1,0.463
Scala,1,dataset_10MB,1,5,Column Operation, Left Outer Join 10 Columns,2.188
Scala,1,dataset_10MB,1,5,Mixed Operation, Pivot 1 Rows and 1 Column,2.571
Scala,1,dataset_10MB,1,5,Mixed Operation, Pivot 5 Rows and 1 Column,6.558
Scala,1,dataset_10MB,1,5,Aggregate Operations, GroupBy 1 column,9.819
Scala,1,dataset_10MB,1,5,Row Operation, Writing 10000 new rows,0.863
Scala,1,dataset_10MB,1,5,Column Operation, Merge 5 columns into 1,0.943
Scala,1,dataset_10MB,1,5,Row Operation, Writing 100 new rows,0.699
Scala,1,dataset_10MB,1,5,Row Operation, Running Sum,0.653
Scala,1,dataset_10MB,1,5,Column Operation, Merge 2 columns into 1,1.016
Scala,1,dataset_10MB,1,5,Aggregate Operations, GroupBy 5 columns,18.351
Scala,1,dataset_10MB,1,5,Column Operation, Mathematical Operations on Columns,0.463
Scala,1,dataset_10MB,1,5,Aggregate Operations, GroupBy 10 columns,19.322
Scala,1,dataset_10MB,1,5,Row Operation, Writing 1000 new rows,0.928
Scala,1,dataset_10MB,1,5,Column Operation, Sorting Asc 10 column,2.349
Scala,1,dataset_10MB,1,5,Row Operation, Filter,0.498
Scala,1,dataset_10MB,1,5,Aggregate Operations, Ranking by Group,2.285
Scala,1,dataset_10MB,1,5,Column Operation, Full Outer Join 10 Columns,7.666
Scala,1,dataset_10MB,1,5,Column Operation, Split 1 Column into 10,1.983
Scala,1,dataset_10MB,1,5,Column Operation, Sorting Asc 5 column,1.668
Scala,1,dataset_10MB,1,5,Column Operation, Split 1 Column into 5,1.475
Scala,1,dataset_10MB,1,6,Row Operation, Writing 1000 new rows,0.695
Scala,1,dataset_10MB,1,6,Row Operation, Filter Reg Ex 2,0.57
Scala,1,dataset_10MB,1,6,Column Operation, Left Outer Join 10 Columns,2.165
Scala,1,dataset_10MB,1,6,Row Operation, Running Sum,0.35
Scala,1,dataset_10MB,1,6,Column Operation, Sorting Asc 5 column,2.487
Scala,1,dataset_10MB,1,6,Column Operation, Sorting Desc 10 column,2.528
Scala,1,dataset_10MB,1,6,Column Operation, Mathematical Operations on Columns,0.283
Scala,1,dataset_10MB,1,6,Column Operation, Split 1 Column into 10,2.178
Scala,1,dataset_10MB,1,6,Column Operation, Left Outer Join 5 Columns,1.929
Scala,1,dataset_10MB,1,6,Row Operation, Filter Reg Ex 1,0.572
Scala,1,dataset_10MB,1,6,Column Operation, Split 1 Column into 5,1.72
Scala,1,dataset_10MB,1,6,Aggregate Operations, GroupBy 5 columns,13.097
Scala,1,dataset_10MB,1,6,Column Operation, Sorting Asc 1 column,1.92
Scala,1,dataset_10MB,1,6,Column Operation, Sorting Desc 1 column,1.587
Scala,1,dataset_10MB,1,6,Column Operation, Merge 10 columns into 1,0.919
Scala,1,dataset_10MB,1,6,Mixed Operation, Pivot 5 Rows and 1 Column,6.44
